Brand,Model,Reference number,Movement,Case material,Bracelet material,Year of production,Scope of delivery,Gender,Location,Price,Availability,Caliber/movement,Base caliber,Power reserve,Number of jewels,Case diameter,Water resistance,Bezel material,Crystal,Dial,Dial numerals,Bracelet color,Clasp,Clasp material,url
Rolex,Yacht-Master II,116688,Automatic,Yellow gold,Yellow gold,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$46,210",Item is in stock,4161,,72 h,42,44 mm,10 ATM,Ceramic,Sapphire crystal,White,No numerals,Gold,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/rolex-2023-yacht-master-ii-44mm-116688-18k-yellow-gold-oyster-bracelet-white-dial--id45251245.htm
Rolex,Daytona,16518,Automatic,Yellow gold,Leather,1998 (Approximation),"Original box, no original papers",Men's watch/Unisex,"United States of America, California","$37,500 [Negotiable]",Item is in stock,4030,,72 h,31,40 mm,10 ATM,Yellow gold,Sapphire crystal,White,Arabic numerals,Brown,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/daytona-white-stick-dial-yellow-gold-16518-cosmograph-zenith--id26240716.htm
Rolex,Oyster Perpetual,134300,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$10,999",Item is in stock,3230,Rolex 3135,70 h,31,41 mm,10 ATM,Steel,Sapphire crystal,Gold,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/oyster-perpetual-beige-dial-2025--id41749713.htm
Rolex,Sky-Dweller,336934,Automatic,Steel,Steel,2025 (Approximation),"Original box, original papers",Men's watch/Unisex,"United States of America, Connecticut, Milford","$28,900",Item is in stock,Mechanical movement,9002,72 h,29,42 mm,10 ATM,White gold,Sapphire crystal,Green,No numerals,Silver,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-sky-dweller--id38353072.htm
Rolex,Submariner Date,16618,Automatic,Gold/Steel,Yellow gold,1999,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, Patchogue","$30,500 [Negotiable]",Item is in stock,3135,3135,48 h,31,40 mm,30 ATM,Yellow gold,Sapphire crystal,Blue,No numerals,Gold,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/rolex-submariner-swiss-only-18k-yellow-gold-blue-dial-40mm-watch-16618--id35831792.htm
Rolex,Datejust 41,126334-0026,Automatic,Steel,Steel,2023,"Original box, no original papers",Men's watch/Unisex,"United States of America, California, Moorpark, California","$16,695 [Negotiable]",Item is in stock,Rolex Caliber 3235,None,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Blue,Roman numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-41-blue-roman-numeral-dial-mens-watch-126334-0026--id44154305.htm
Rolex,Daytona,126519LN,Automatic,White gold,Rubber,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, Tennessee, Nashville","$47,950",Item is in stock,4131,4030,72 h,44,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Black,Fold clasp,White Gold,https://www.chrono24.com/rolex/rolex-daytona-white-gold-black-dial-oysterflex--id44389695.htm
Rolex,Yacht-Master 42,226627,Automatic,Titanium,Titanium,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$25,680",Item is in stock,3235,,70 h,31,42 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Silver,Fold clasp,Titanium,https://www.chrono24.com/rolex/rolex-2024-rolex-yacht-master-42mm---226627-titanium--id45143150.htm
Rolex,Sky-Dweller,336935 (Everose),Automatic,Rose gold,Rose gold,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park","$71,025",Item is in stock,9002,3135,72 h,40,42 mm,10 ATM,Rose gold,Sapphire crystal,Blue,No numerals,Gold,Fold clasp,Rose Gold,https://www.chrono24.com/rolex/rolex-new-2025-sky-dweller-42mm-336935-rose-gold-blue-dial--id39004699.htm
Rolex,Daytona,126515LN,Automatic,Rose gold,Rubber,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$49,750",Item is in stock,4131,4030,72 h,44,40 mm,10 ATM,Ceramic,Sapphire crystal,Brown,No numerals,Black,Fold clasp,Rose Gold,https://www.chrono24.com/rolex/rolex-cosmograph-daytona--id43347720.htm
Rolex,Datejust 41,126334,Automatic,,,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Maryland, North Potomac","$17,224 [Negotiable]",Item is in stock,,,,,,,,,Blue,,,,,https://www.chrono24.com/rolex/datejust--id40753824.htm
Rolex,Datejust 36,126200-0018,Automatic,Steel,Steel,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Moorpark, California","$11,495 [Negotiable]",Item is in stock,Rolex Caliber 3235,None,70 h,31,36 mm,10 ATM,Steel,Sapphire crystal,Grey,Roman numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-36mm-stainless-steel-oyster-slate-gray-dial-midsize-automatic-watch-126200-0018--id43785201.htm
Rolex,Air King,126900 (Arabic Dial),Automatic,Steel,Steel,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, Hartsdale","$9,500",Item is in stock,,,,,40 mm,,,Sapphire crystal,Black,Arabic numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/steel-air-king-126900--id45093709.htm
Rolex,Sea-Dweller Deepsea,136660,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$15,495",Item is in stock,3235,Rolex 3235,70 h,31,44 mm,Over 120 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-new-2025-unworn-sea-dweller-deepsea-black-dial-126660--id45208220.htm
Rolex,Datejust 36,126234 (Jubilee),Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$17,260",Item is in stock,3235,"3135, Manufacture Rolex",70 h,31,36 mm,10 ATM,White gold,Sapphire crystal,Pink,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-new-2025-datejust-36mm-126234-stainless-steel-jubilee-pink-dial--id42035814.htm
Rolex,GMT-Master II,126710BLRO,Automatic,Steel,Steel,2026,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$36,395",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-new-2026-gmt-master-ii-pepsi-40mm-126710blro-jubilee-stickered--id44818588.htm
Rolex,Submariner Date,126610LN (Submariner Ceramic Bezel Dark),Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Laguna Beach","$15,800 [Negotiable]",Item is in stock,3235,cal. 3135,70 h,31,41 x 40 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-submariner-date-41mm-unworn-oyster-steel-black-dial-bezel-126610ln--id37146080.htm
Rolex,Datejust 36,126231,Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$19,320",Item is in stock,3235,Rolex 3135,70 h,31,36 x 44 mm,10 ATM,Rose gold,Sapphire crystal,Brown,,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-new-2025-datejust-36mm-126231-two-tone-jubilee-chocolate-dial--id42327254.htm
Rolex,Oyster Perpetual,134300,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, Brooklyn","$11,575",Item is in stock,3230,Rolex 3235,70 h,31,41 mm,10 ATM,Steel,Sapphire crystal,Green,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-unworn-2025-oyster-perpetual-41-mm-stainless-steel-green-134300-0004--id42610962.htm
Rolex,Daytona,126503,Automatic,Gold/Steel,Gold/Steel,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$25,799",Item is in stock,4131,4131,72 h,44,40 mm,10 ATM,Yellow gold,Sapphire crystal,White,No numerals,Gold/Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/daytona-white-dial--id40587552.htm
Rolex,GMT-Master II,126710BLNR (Batman),Automatic,Steel,Steel,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York City",Price on request,Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii-2021-126710blnr-batman-stainless-steel-oyster-bracelet-ceramic--id36781048.htm
Rolex,Day-Date 40,228235,Automatic,Rose gold,Rose gold,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$57,800 [Negotiable]",Item is in stock,3255,"3255, Manufacture Rolex",70 h,31,40 mm,10 ATM,Rose gold,Sapphire crystal,Green,Roman numerals,Gold,Fold clasp,Rose Gold,https://www.chrono24.com/rolex/rolex-day-date-40-olive-green-dial-rose-gold-presidential-228235--id43679041.htm
Rolex,Milgauss,116400GV,Automatic,Steel,Steel,2016,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$11,995",Item is in stock,3131,Rolex 3131,48 h,31,40 mm,10 ATM,Steel,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-like-new-2016-milgauss-black-dial-green-crystal-116400gv--id45141750.htm
Rolex,Air King,126900 (Arabic Dial),Automatic,Steel,Steel,2025,"No original box, no original papers",Men's watch/Unisex,"United States of America, California, La Jolla","$10,890",Item is in stock,3230,Rolex 3135,70 h,31,40 mm,10 ATM,Steel,Sapphire crystal,Black,Arabic numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-air-king--id44618482.htm
Rolex,Air King,126900 (Arabic Dial),Automatic,Steel,Steel,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Beverly Hills","$9,450",Item is in stock,3230,Rolex 3135,70 h,31,40 mm,10 ATM,Steel,Sapphire crystal,Black,Arabic numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-air-king--id44819542.htm
Rolex,Rolex Oyster Perpetual 28mm - Lavender,276200,Automatic,Steel,Steel,2025,"Original box, original papers",Women's watch,"United States of America, North Carolina, Charlotte","$9,500",Item is in stock,2232,Rolex 3135,55 h,31,28 x 33 mm,10 ATM,Steel,Sapphire crystal,Purple,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/oyster-perpetual-28--id42978915.htm
Rolex,Sea-Dweller Deepsea,126660,Automatic,Steel,Steel,2019,"Original box, original papers",Men's watch/Unisex,"United States of America, Cincinnati","$13,299 [Negotiable]",Item is in stock,3235,Rolex 3235,70 h,31,44 mm,Over 120 ATM,Ceramic,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/deepsea-sea-dweller-james-cameron-stainless-steel-126660--id45052410.htm
Rolex,GMT-Master II,126713grnr,Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$23,400 [Negotiable]",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii-zombie-bumblebee-126713grnr-two-tone-jubilee--id45056897.htm
Rolex,Yacht-Master 40,126622,Automatic,Steel,Steel,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$14,499",Item is in stock,3235,3235,70 h,31,40 mm,10 ATM,Platinum,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/yacht-master-40-blue-dial--id29033920.htm
Rolex,Datejust 36,16220,Automatic,Steel,Steel,2001,"Original box, no original papers",Men's watch/Unisex,"United States of America, New York, Hartsdale","$5,900",Item is in stock,,,,,36 mm,,Steel,Sapphire crystal,Black,,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/steel-datejust-16220--id45062115.htm
Rolex,GMT-Master II,126711CHNR,Automatic,Rose gold,Gold/Steel,2020,"Original box, original papers",Men's watch/Unisex,"United States of America, Massachusetts, Boston","$22,000 [Negotiable]",Item is in stock,3285,Rolex 3285,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii-rootbeer-rose-gold--stainless-steel-40mm-126711chnr----id45171888.htm
Rolex,Datejust 41,126334 (Jubilee),Automatic,Steel,Steel,2022,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$16,000 [Negotiable]",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,White,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/datejust-41-stainless-steel--white-gold-white-index-dial-jubilee-126334--id15669871.htm
Rolex,Datejust 36,126283RBR,Automatic,Gold/Steel,Gold/Steel,2020,"Original box, original papers",Men's watch/Unisex,"United States of America, NEW YORK","$19,850",Item is in stock,3235,Rolex 3135,70 h,31,36 mm,10 ATM,Yellow gold,Sapphire crystal,White,Roman numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/datejust-36--id45188709.htm
Rolex,Oyster Perpetual Date,1500 (Oyster Perpetual Vintage),Automatic,Steel,Steel,1970,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$4,395",Item is in stock,1570,cal. 3035,48 h,26,34 mm,10 ATM,Steel,Plexiglass,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-oyster-perpetual-date--id45158114.htm
Rolex,Datejust 41,126334,Automatic,Steel,Steel,2026,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Beverly hills","$16,000 [Negotiable]",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-41-blue-azzuro-dial-fluted-bezel-newunworn--id27956718.htm
Rolex,Submariner Date,126610lv,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Texas, Austin","$15,655",Item is in stock,3235,cal. 3135,70 h,31,41 x 40 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/submariner-date--id39637734.htm
Rolex,Day-Date 40,228238 (Presidential),Automatic,Yellow gold,Yellow gold,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$47,800",Item is in stock,3255,cal. 3135,70 h,31,40 mm,10 ATM,Yellow gold,Sapphire crystal,White,,Gold,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/rolex-2021-day-date-40mm-228238-presidential-white-roman-numeral-dial--id44547134.htm
Rolex,1908,52506,Automatic,Platinum,Leather,2026,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Orlando","$45,845 [Negotiable]",Item is in stock,7140,7140,66 h,38,39 mm,5 ATM,Platinum,Sapphire crystal,Blue,Arabic numerals,Brown,Fold clasp,Platinum,https://www.chrono24.com/rolex/rolex-1908--id44925841.htm
Rolex,GMT-Master II,Rolex GMT Master II Sprite Ref 126720VTNR Steel Black Dial (Sprite),Automatic,Steel,Steel,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, Illinois, Wheaton","$18,500",Item is in stock,Automatic,3285,,,40 mm,,Steel,Sapphire crystal,Black,No numerals,Silver,Fold clasp,Steel,https://www.chrono24.com/rolex/gmt-master-ii--id45275718.htm
Rolex,Datejust 36,126233,Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New Jersey, TOTOWA","$17,299",Item is in stock,3235,Rolex 3135,70 h,31,36 mm,10 ATM,Yellow gold,Sapphire crystal,Grey,,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-datejust-36--id44060274.htm
Rolex,Sea-Dweller Deepsea,136660,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Miami","$15,350",Item is in stock,3235,Rolex 3235,70 h,31,44 mm,Over 120 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/sea-dweller-deepsea--id44600494.htm
Rolex,Submariner Date,126610LN (Submariner Ceramic Bezel Dark),Automatic,Steel,Steel,2026,"Original box, original papers",Men's watch/Unisex,"United States of America, Miami","$16,450",Item is in stock,3235,3235,70 h,31,41 x 40 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/submariner-date--id44854228.htm
Rolex,Submariner Date,16610,Automatic,Steel,Steel,1989 (Approximation),"Original box, original papers",Men's watch/Unisex,"United States of America, Colorado, Boulder","$11,300 [Negotiable]",Item is in stock,3135,cal. 3135,48 h,31,40 x 47 mm,30 ATM,Steel,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-submariner-date--id39525169.htm
Rolex,Datejust 41,126334,Automatic,Steel,Steel,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$13,995",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-like-new-2021-datejust-41-steel-oyster-blue-index-dial-126334--id44786964.htm
Rolex,GMT-Master II,126720VTNR-0001 (Sprite),Automatic,Steel,Steel,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Moorpark, California","$19,950 [Negotiable]",Item is in stock,Rolex Caliber 3285,None,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii-blackgreen-bezel-black-dial-stainless-steel-mens-watch-126720vtnr-0001--id43785324.htm
Rolex,Datejust 31,278271,Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Women's watch,"United States of America, Illinois, Springfield","$19,000",Item is in stock,2236,,55 h,31,31 mm,10 ATM,Rose gold,Sapphire crystal,Brown,Roman numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-datejust-31-2025-chocolate-roman-pave-vi-dial-stainless-steel18ct-everose-gold--id43997710.htm
Rolex,Sky-Dweller,336933 (Two-tone),Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Illinois, Springfield","$24,500",Item is in stock,9002,9002,72 h,40,42 mm,10 ATM,Yellow gold,Sapphire crystal,Champagne,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-sky-dweller-stainless-steelyellow-gold-champange-2025--id41559866.htm
